product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Automotive,Riding Gear,4525.31,2621.73,44.87,12558.69,264.32,8.96,4.42,Republic Day,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,Debit Card,1771,4418296.83,-830432.85
Automotive,Riding Gear,3912.4,2651.11,38.12,12370.65,93.21,13.44,4.53,Regular Season,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,UPI,1157,2801089.04,-496769.4
Automotive,Car Accessories,1660.58,669.39,15.12,9486.59,326.13,13.18,2.78,Navratri,Email Marketing,High,Flipkart,South,Karnataka,Bengaluru,UPI,556,783682.17,196473.57
Automotive,Riding Gear,4702.15,2100.4,15.96,15034.41,84.58,7.01,4.6,Regular Season,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,UPI,1000,3951686.86,1711898.41
Books,Fiction,976.87,396.28,45.15,12250.71,64.87,2.86,4.1,Regular Season,Social Media,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1517,812828.62,95307.86
Fashion,Women's Ethnic Wear,2420.04,958.31,20.17,19233.96,148.19,14.18,2.65,Dussehra,Email Marketing,Low,Amazon,East,West Bengal,Kolkata,Credit Card,959,1852709.3,729686.71
Automotive,Car Electronics,3422.27,1914.73,51.35,12341.06,230.77,3.85,3.44,Dussehra,Search Ads,Low,Flipkart,North,Delhi,New Delhi,Net Banking,1855,3088453.23,-946217.15
Sports & Fitness,Yoga Mats,5429.74,2254.72,28.95,28590.75,236.64,5.29,4.86,Diwali,Influencer,Low,Snapdeal,Central,Rajasthan,Jaipur,Net Banking,3660,14119658.79,4840645.69
Books,Competitive Exams,376.05,174.55,49.74,16784.83,137.45,2.98,2.58,Regular Season,Influencer,Medium,Amazon,North,Delhi,New Delhi,UPI,837,158195.29,-122536.15
Electronics,Smartphones,11875.28,8205.62,29.64,2505.19,170.15,9.5,2.5,Diwali,Organic Search,High,Flipkart,Central,Rajasthan,Jaipur,UPI,349,2916051.01,-80432.9
Home & Kitchen,Cookware,3788.94,2226.77,28.75,13127.8,76.45,11.86,4.61,Eid,Influencer,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,1758,4745931.52,559703.38
Books,Fiction,1472.93,843.04,26.29,1948.99,283.42,5.51,4.66,Republic Day,Organic Search,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1380,1498261.45,-85003.45
Electronics,Smartphones,22040.55,16482.71,53.81,32084.01,277.9,4.84,3.69,Eid,Organic Search,High,Meesho,West,Maharashtra,Mumbai,UPI,873,8887602.73,-5956476.7
Sports & Fitness,Cycles,5516.51,3679.54,42.34,14761.68,273.68,8.87,3.46,Navratri,Organic Search,Low,Flipkart,South,Karnataka,Bengaluru,UPI,1885,5995845.07,-1647420.2
Automotive,Cleaning Care,4768.83,2071.54,36.49,9761.88,176.99,3.12,2.64,Diwali,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,991,3001425.78,744621.89
Electronics,Headphones,22149.52,15012.78,50.91,38621.86,343.4,4.57,4.59,Eid,Affiliate,High,Meesho,North,Delhi,New Delhi,UPI,1406,15287718.31,-6593883.62
Toys & Games,Educational Toys,4365.46,2961.36,25.84,3155.21,299.24,13.6,4.41,Independence Day,Social Media,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,809,2619076.94,-119820.63
Books,Fiction,261.99,115.81,34.65,13107.45,56.66,4.54,4.23,Christmas,Search Ads,Medium,Flipkart,South,Karnataka,Bengaluru,Credit Card,2689,460384.94,-23487.42
Books,Non-Fiction,861.88,443.1,32.12,3755.58,303.71,4.04,3.2,Dussehra,Email Marketing,Medium,Amazon,East,West Bengal,Kolkata,UPI,1072,627167.32,-188542.77
Automotive,Cleaning Care,1315.52,791.41,14.04,24370.17,151.03,4.25,3.72,Christmas,Search Ads,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,1145,1294790.04,178023.32
Home & Kitchen,Home Decor,4627.72,2152.58,54.17,14837.82,143.34,5.84,4.27,Regular Season,Social Media,Low,Amazon,West,Maharashtra,Mumbai,UPI,1853,3929998.19,-405170.64
Electronics,Smartwatches,6947.47,4589.02,47.5,7735.27,214.46,4.99,3.76,Regular Season,Social Media,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,806,2939821.93,-989972.85
Home & Kitchen,Cookware,3305.91,1840.85,19.71,21804.91,271.84,10.32,3.49,Diwali,Affiliate,Low,Flipkart,East,West Bengal,Kolkata,Credit Card,1894,5027272.87,887512.56
Books,Competitive Exams,1392.57,813.31,22.0,7145.79,247.11,1.57,4.83,Regular Season,Social Media,Medium,Amazon,North,Delhi,New Delhi,Debit Card,1339,1454427.96,20507.97
Electronics,Smartphones,15159.13,11612.09,46.11,19813.09,172.2,7.43,3.82,Regular Season,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,Credit Card,900,7352329.64,-3473227.07
Electronics,Laptops,14978.07,9810.98,39.51,15131.15,115.97,10.79,4.9,Diwali,Affiliate,Medium,Myntra,North,Delhi,New Delhi,UPI,2231,20213383.27,-2553168.56
Home & Kitchen,Bedding,7092.08,3955.52,13.36,24805.64,47.1,7.68,4.78,Diwali,Email Marketing,High,Flipkart,West,Maharashtra,Mumbai,Debit Card,1654,10163132.2,3389386.93
Toys & Games,Action Figures,5891.93,3791.93,45.35,21201.64,317.4,5.23,4.25,Regular Season,Influencer,Low,Flipkart,Central,Rajasthan,Jaipur,Credit Card,1524,4907188.17,-1464840.74
Electronics,Laptops,8631.68,6327.85,21.59,16362.08,92.6,6.85,2.99,Republic Day,Organic Search,Low,Flipkart,Central,Rajasthan,Jaipur,Net Banking,583,3945802.47,121292.56
Toys & Games,Educational Toys,2339.6,958.56,21.18,11533.0,246.91,14.97,3.17,Eid,Organic Search,Medium,Flipkart,North,Delhi,New Delhi,COD,748,1379366.39,425484.05
Fashion,Men's Apparel,597.02,236.25,18.27,35405.64,333.37,12.85,4.51,Regular Season,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,1713,835848.84,-225007.51
Beauty & Personal Care,Fragrances,774.17,384.88,33.28,25983.57,139.44,2.29,3.02,Regular Season,Search Ads,High,Flipkart,South,Karnataka,Bengaluru,Net Banking,881,455059.6,-36197.71
Fashion,Men's Apparel,2375.61,903.95,22.08,19865.05,144.82,15.33,2.68,Holi,Influencer,Medium,Amazon,South,Karnataka,Bengaluru,UPI,651,1205050.03,472656.15
Beauty & Personal Care,Grooming,1659.12,627.54,20.18,20988.51,40.58,2.26,3.54,Christmas,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,1301,1722926.77,827504.73
Fashion,Women's Ethnic Wear,4406.33,2152.28,38.22,11596.25,65.5,17.23,2.51,Diwali,Search Ads,Low,Flipkart,South,Karnataka,Bengaluru,UPI,1030,2803897.59,406685.09
Beauty & Personal Care,Skincare,2986.31,1166.47,49.97,10059.39,348.19,5.96,2.79,Eid,Influencer,Medium,Flipkart,South,Karnataka,Bengaluru,Credit Card,1054,1574729.64,-61036.7
Electronics,Smartwatches,13185.49,8929.31,18.31,24740.22,182.22,5.88,4.56,Navratri,Email Marketing,High,Amazon,West,Maharashtra,Mumbai,UPI,935,10071097.04,1399338.32
Home & Kitchen,Storage,759.82,433.0,48.74,6006.34,342.58,9.51,3.91,Diwali,Search Ads,Low,Meesho,Central,Rajasthan,Jaipur,UPI,3462,1348392.68,-1434706.31
Home & Kitchen,Kitchen Appliances,6360.35,3138.45,21.41,29196.43,84.87,4.55,4.5,Eid,Influencer,Low,Flipkart,East,West Bengal,Kolkata,Debit Card,1903,9512334.02,3277548.48
Automotive,Riding Gear,3961.18,1713.5,16.03,1783.41,168.34,6.46,3.65,Diwali,Affiliate,High,Myntra,West,Maharashtra,Mumbai,Net Banking,814,2707529.12,1146976.08
Sports & Fitness,Supplements,2905.17,1300.52,27.69,14088.51,264.48,9.09,4.12,Regular Season,Influencer,Low,Flipkart,West,Maharashtra,Mumbai,Debit Card,1247,2619608.35,602120.9
Automotive,Car Electronics,5476.72,3430.75,28.0,30430.5,285.66,3.22,3.55,Regular Season,Affiliate,Low,Myntra,Central,Rajasthan,Jaipur,Debit Card,836,3296547.3,132264.91
Beauty & Personal Care,Makeup,2029.82,681.02,32.2,4238.64,267.79,3.15,3.56,Republic Day,Affiliate,Low,Amazon,East,West Bengal,Kolkata,COD,1093,1504206.23,452446.53
Sports & Fitness,Gym Equipment,2507.63,1583.31,29.33,20880.3,175.39,4.65,3.03,Republic Day,Affiliate,Medium,Snapdeal,West,Maharashtra,Mumbai,Credit Card,875,1550624.36,-28791.76
Toys & Games,Educational Toys,3554.87,1715.05,25.5,30700.07,306.19,9.55,3.64,Diwali,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1992,5275569.27,1107868.88
Toys & Games,Action Figures,4883.72,2957.14,40.44,931.81,315.02,4.37,2.58,Raksha Bandhan,Social Media,Medium,Amazon,East,West Bengal,Kolkata,Net Banking,379,1102413.84,-153519.6
Sports & Fitness,Gym Equipment,4902.97,3270.41,51.45,35998.59,293.67,12.29,3.18,Dussehra,Affiliate,Medium,Amazon,North,Delhi,New Delhi,COD,1586,3775301.61,-2101315.44
Beauty & Personal Care,Haircare,1836.83,823.51,48.96,2717.94,41.71,7.59,3.49,Regular Season,Social Media,Low,Amazon,Central,Rajasthan,Jaipur,UPI,1195,1120334.05,63113.46
Home & Kitchen,Bedding,4606.47,2771.29,44.2,19834.24,142.84,8.41,3.96,Raksha Bandhan,Organic Search,Low,Amazon,North,Delhi,New Delhi,UPI,1891,4860645.8,-791348.12
Beauty & Personal Care,Makeup,977.88,464.28,29.42,9448.41,327.1,6.76,4.36,Raksha Bandhan,Search Ads,High,Amazon,East,West Bengal,Kolkata,UPI,1526,1053226.44,-192712.78
Toys & Games,Puzzles,4835.35,2418.48,13.85,7589.89,263.78,12.83,3.17,Christmas,Organic Search,Low,Amazon,East,West Bengal,Kolkata,Debit Card,659,2745166.0,907695.07
Electronics,Smartwatches,9099.05,7068.32,25.03,31129.81,198.12,6.37,4.05,Navratri,Influencer,High,Amazon,Central,Rajasthan,Jaipur,UPI,1155,7878899.24,-682267.22
Sports & Fitness,Gym Equipment,4547.0,3100.5,21.49,39026.33,55.53,7.74,4.44,Christmas,Social Media,Low,Meesho,South,Karnataka,Bengaluru,Debit Card,2291,8178525.66,766663.42
Sports & Fitness,Yoga Mats,4330.54,1803.0,51.96,36191.39,221.12,10.46,4.49,Regular Season,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,2002,4164943.61,-41079.5
Toys & Games,Dolls,3644.37,1973.96,21.05,18798.36,180.89,11.44,2.9,Holi,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,COD,704,2025570.0,442728.52
Beauty & Personal Care,Haircare,1026.25,383.11,26.27,7892.51,130.06,7.66,3.21,Diwali,Influencer,Low,Amazon,East,West Bengal,Kolkata,UPI,1698,1284798.7,384627.81
Sports & Fitness,Supplements,1078.61,666.16,13.79,1925.54,297.59,8.92,4.88,Regular Season,Email Marketing,Low,Meesho,Central,Rajasthan,Jaipur,UPI,1305,1213479.93,-82846.25
Home & Kitchen,Storage,2853.14,1413.97,12.01,10406.09,156.6,5.68,4.88,Regular Season,Search Ads,Low,Meesho,West,Maharashtra,Mumbai,COD,1232,3092908.76,1117344.63
Sports & Fitness,Cycles,4081.94,2320.7,32.74,16211.8,322.08,4.21,3.11,Dussehra,Social Media,High,Myntra,East,West Bengal,Kolkata,UPI,878,2410560.28,46589.52
Beauty & Personal Care,Makeup,1710.55,631.09,17.37,608.47,245.98,3.25,4.77,Republic Day,Search Ads,Low,Flipkart,West,Maharashtra,Mumbai,UPI,1454,2055123.53,765987.85
Toys & Games,Puzzles,4740.3,2487.38,24.81,27664.38,339.86,10.43,3.46,Diwali,Influencer,Medium,Snapdeal,South,Karnataka,Bengaluru,Credit Card,1338,4768941.84,847935.45
Home & Kitchen,Kitchen Appliances,7270.49,4695.6,22.1,25706.49,131.74,8.84,4.13,Republic Day,Email Marketing,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,994,5629729.44,696708.9
Home & Kitchen,Bedding,1206.12,685.04,52.11,1339.79,279.49,7.05,2.83,Navratri,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1072,619198.85,-439621.61
Sports & Fitness,Gym Equipment,5835.82,3727.6,19.57,16872.96,194.98,6.95,4.58,Regular Season,Email Marketing,Medium,Meesho,East,West Bengal,Kolkata,Credit Card,790,3708062.52,535832.7
Beauty & Personal Care,Makeup,2662.16,1228.57,19.59,39437.68,205.56,5.22,3.26,Navratri,Social Media,High,Snapdeal,West,Maharashtra,Mumbai,UPI,1026,2196299.57,663490.21
Sports & Fitness,Supplements,5650.94,3563.3,39.92,21867.86,172.71,11.63,2.66,Independence Day,Affiliate,Medium,Meesho,West,Maharashtra,Mumbai,Credit Card,834,2831500.68,-400980.31
Books,Self-Help,464.85,235.0,39.64,4727.47,227.58,4.43,2.66,Eid,Search Ads,High,Snapdeal,East,West Bengal,Kolkata,COD,899,252244.53,-175213.89
Electronics,Smartphones,5832.61,4785.48,10.59,31567.51,292.5,11.32,4.26,Independence Day,Email Marketing,Medium,Flipkart,West,Maharashtra,Mumbai,COD,993,5178432.04,-46490.3
Automotive,Cleaning Care,4837.25,2885.29,21.88,23433.23,125.88,6.78,4.5,Eid,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,UPI,1707,6450513.51,1196246.78
Toys & Games,Puzzles,4506.86,2754.82,15.48,8688.1,237.88,6.44,2.55,Regular Season,Search Ads,Medium,Flipkart,East,West Bengal,Kolkata,UPI,259,986582.3,189313.7
Books,Competitive Exams,661.71,341.89,47.44,11381.24,320.09,5.28,4.11,Raksha Bandhan,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,2159,750888.92,-717694.96
Automotive,Helmets,5252.1,3341.86,26.54,23637.76,175.07,13.04,4.76,Navratri,Search Ads,Low,Flipkart,West,Maharashtra,Mumbai,UPI,2894,11165609.56,615656.86
Electronics,Laptops,5093.75,3598.13,25.03,7911.65,68.7,4.8,2.59,Raksha Bandhan,Influencer,High,Flipkart,East,West Bengal,Kolkata,UPI,333,1271655.2,27761.98
Home & Kitchen,Home Decor,1987.5,1005.01,40.83,7240.03,257.83,6.01,3.9,Raksha Bandhan,Social Media,Medium,Flipkart,West,Maharashtra,Mumbai,Net Banking,1471,1729901.52,-168585.66
Sports & Fitness,Gym Equipment,1142.89,514.94,41.34,2769.58,146.74,7.06,4.57,Regular Season,Organic Search,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,1556,1043172.39,-11373.23
Electronics,Accessories,15446.76,11838.18,47.35,31180.18,267.03,7.48,4.81,Dussehra,Social Media,Medium,Snapdeal,East,West Bengal,Kolkata,Credit Card,2295,18664590.43,-9679019.94
Fashion,Women's Ethnic Wear,1409.89,705.71,10.92,32802.43,73.64,22.49,4.27,Dussehra,Influencer,Low,Meesho,South,Karnataka,Bengaluru,Credit Card,1954,2454087.24,804722.32
Electronics,Headphones,19021.19,13728.53,41.41,3479.4,247.81,8.82,2.66,Dussehra,Search Ads,Medium,Myntra,Central,Rajasthan,Jaipur,UPI,313,3488233.26,-988010.66
Sports & Fitness,Yoga Mats,2463.9,1566.57,24.9,31276.73,184.96,8.08,2.87,Republic Day,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,702,1298973.01,10662.02
Automotive,Helmets,3931.84,2488.28,21.38,1445.53,235.09,6.2,3.74,Navratri,Organic Search,Low,Amazon,North,Delhi,New Delhi,UPI,1196,3697090.28,383650.3
Sports & Fitness,Yoga Mats,2195.84,1370.42,26.53,33936.36,116.65,4.12,3.18,Holi,Affiliate,Medium,Amazon,South,Karnataka,Bengaluru,Credit Card,1230,1984338.89,100988.9
Toys & Games,Board Games,4362.19,2858.29,49.66,30753.33,325.27,7.16,3.4,Christmas,Email Marketing,Medium,Flipkart,West,Maharashtra,Mumbai,Credit Card,1826,4009761.69,-1948859.71
Electronics,Laptops,3436.98,2856.78,49.22,33083.87,230.09,3.92,4.69,Christmas,Influencer,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,2793,4874618.55,-3870883.07
Sports & Fitness,Cycles,5411.54,2394.01,34.42,19233.12,225.67,4.94,4.87,Diwali,Email Marketing,High,Flipkart,South,Karnataka,Bengaluru,UPI,2799,9933337.32,2483262.82
Sports & Fitness,Supplements,2921.78,1327.7,52.49,25182.97,249.94,14.19,4.05,Republic Day,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1590,2207138.91,-429576.77
Books,Fiction,340.01,166.64,5.75,17359.07,59.27,4.99,4.67,Regular Season,Affiliate,Medium,Snapdeal,South,Karnataka,Bengaluru,UPI,1576,505044.05,126044.01
Toys & Games,Board Games,2786.63,1384.72,24.04,32214.14,109.94,4.64,2.83,Eid,Email Marketing,Low,Amazon,North,Delhi,New Delhi,Debit Card,995,2106140.53,568219.4
Books,Non-Fiction,206.15,117.35,10.71,4634.6,205.52,2.98,4.4,Eid,Social Media,High,Amazon,North,Delhi,New Delhi,Credit Card,1481,272609.65,-216025.38
Toys & Games,Board Games,4873.65,3291.99,5.66,20179.25,162.09,8.2,4.13,Eid,Email Marketing,Low,Meesho,Central,Rajasthan,Jaipur,Credit Card,1198,5508166.09,1261189.48
Toys & Games,Board Games,3500.24,2308.97,8.73,2565.25,58.01,12.68,2.91,Navratri,Email Marketing,Medium,Flipkart,East,West Bengal,Kolkata,UPI,520,1661227.9,387859.51
Automotive,Helmets,5765.54,3517.76,24.89,8646.5,227.51,12.76,2.61,Navratri,Search Ads,Medium,Amazon,North,Delhi,New Delhi,UPI,611,2645933.72,271494.19
Books,Fiction,413.37,196.59,8.67,36342.41,278.99,5.69,3.42,Regular Season,Influencer,Medium,Amazon,Central,Rajasthan,Jaipur,Net Banking,1150,434160.44,-161442.79
Toys & Games,Board Games,3118.85,2001.07,35.03,34385.11,42.9,3.7,4.23,Navratri,Search Ads,High,Flipkart,North,Delhi,New Delhi,UPI,2166,4389002.29,-114433.32
Fashion,Men's Apparel,3998.98,2166.44,14.88,35054.39,159.71,19.25,3.75,Diwali,Affiliate,Medium,Flipkart,North,Delhi,New Delhi,Credit Card,1555,5293113.91,1454868.49
Automotive,Riding Gear,1262.19,841.21,41.69,4492.06,290.16,9.0,2.58,Republic Day,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,685,504148.35,-297241.49
Home & Kitchen,Kitchen Appliances,6912.65,4117.67,49.5,27806.64,123.1,10.93,3.25,Regular Season,Organic Search,Medium,Meesho,Central,Rajasthan,Jaipur,Debit Card,892,3113872.32,-803065.69
Sports & Fitness,Sportswear,1063.37,642.75,44.91,30141.24,232.73,14.91,3.14,Raksha Bandhan,Influencer,Medium,Myntra,West,Maharashtra,Mumbai,UPI,1495,875786.75,-524953.34
Beauty & Personal Care,Fragrances,1217.94,400.92,18.44,10144.63,182.51,3.84,2.71,Republic Day,Influencer,Low,Flipkart,North,Delhi,New Delhi,UPI,531,527469.84,203619.42
Toys & Games,Action Figures,4768.75,2073.96,21.71,35729.89,155.59,4.77,2.76,Holi,Affiliate,High,Flipkart,South,Karnataka,Bengaluru,UPI,580,2165403.54,820037.83
Home & Kitchen,Home Decor,5959.56,2697.51,11.2,8345.18,176.88,5.87,2.61,Regular Season,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,UPI,270,1428864.11,632343.74
Toys & Games,Puzzles,2080.98,1322.96,36.5,6082.17,42.31,9.39,3.4,Diwali,Organic Search,High,Flipkart,East,West Bengal,Kolkata,Credit Card,1582,2090490.08,-127723.16
Automotive,Cleaning Care,4565.07,2982.83,8.86,29677.3,171.7,5.14,3.54,Regular Season,Influencer,Medium,Myntra,South,Karnataka,Bengaluru,Net Banking,617,2567093.16,564699.0
Automotive,Car Electronics,5933.38,2408.6,36.44,24299.04,173.93,12.57,4.86,Christmas,Organic Search,High,Amazon,East,West Bengal,Kolkata,Credit Card,1891,7131445.72,2059780.71
Home & Kitchen,Kitchen Appliances,7060.62,3735.41,17.33,26317.25,138.7,10.42,4.12,Diwali,Influencer,Medium,Snapdeal,North,Delhi,New Delhi,Net Banking,1794,10471604.11,3307600.06
Beauty & Personal Care,Fragrances,1207.77,364.22,54.77,6918.47,254.48,6.31,4.41,Holi,Affiliate,High,Myntra,East,West Bengal,Kolkata,Credit Card,2000,1092548.74,-179318.56
Automotive,Helmets,553.22,306.94,33.48,9743.01,273.21,10.7,4.83,Regular Season,Social Media,High,Flipkart,South,Karnataka,Bengaluru,Debit Card,1581,581811.07,-381239.18
Electronics,Headphones,18342.86,15320.02,48.35,30044.67,141.31,7.21,4.43,Christmas,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1460,13832167.3,-9182026.05
Fashion,Men's Apparel,2094.79,981.47,5.83,7413.2,219.07,12.14,2.5,Republic Day,Influencer,High,Flipkart,East,West Bengal,Kolkata,UPI,270,532619.21,189427.22
Sports & Fitness,Gym Equipment,1026.03,661.55,51.13,12765.88,110.3,11.44,4.27,Navratri,Search Ads,Medium,Amazon,North,Delhi,New Delhi,UPI,2921,1464650.33,-876384.74
Electronics,Headphones,11187.45,8884.27,53.87,37750.56,148.81,9.87,4.18,Dussehra,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,2483,12814193.61,-10215250.86
Books,Fiction,844.06,389.46,24.8,6611.65,232.97,3.77,4.23,Raksha Bandhan,Email Marketing,Low,Flipkart,South,Karnataka,Bengaluru,Credit Card,2109,1338652.15,2332.57
Beauty & Personal Care,Makeup,2120.53,699.91,47.41,23308.71,104.36,5.7,4.61,Raksha Bandhan,Influencer,Low,Myntra,West,Maharashtra,Mumbai,UPI,3310,3691268.07,962967.85
Fashion,Footwear,4343.9,1607.43,22.31,31205.7,185.37,24.51,4.37,Regular Season,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1122,3786498.57,1607770.99
Fashion,Men's Apparel,4177.9,2189.94,19.36,28874.14,191.05,23.03,3.74,Dussehra,Email Marketing,Low,Snapdeal,Central,Rajasthan,Jaipur,Debit Card,1844,6212543.98,1520055.17
Fashion,Men's Apparel,609.64,305.35,20.34,17144.52,332.91,27.11,4.14,Raksha Bandhan,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,2134,1036354.1,-483299.37
Beauty & Personal Care,Fragrances,248.65,96.5,53.34,938.12,162.96,4.76,2.81,Christmas,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1027,119152.63,-153413.43
Toys & Games,Puzzles,3522.08,2427.61,47.42,25094.29,122.16,10.02,2.66,Holi,Affiliate,Low,Amazon,East,West Bengal,Kolkata,UPI,1084,2007470.08,-854129.01
Toys & Games,Educational Toys,3043.34,1347.7,27.98,3199.75,206.4,8.11,3.84,Navratri,Social Media,Low,Amazon,North,Delhi,New Delhi,UPI,1215,2663053.36,728253.73
Automotive,Riding Gear,5383.24,2480.41,19.34,33869.72,288.57,13.9,4.13,Raksha Bandhan,Social Media,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1314,5705547.5,1893625.74
Books,Children Books,170.13,83.22,11.59,11480.16,212.41,2.36,3.98,Eid,Social Media,Low,Myntra,North,Delhi,New Delhi,COD,1972,296612.33,-303761.13
Toys & Games,Puzzles,2344.17,944.88,6.92,9842.1,337.93,5.88,3.27,Navratri,Email Marketing,Low,Meesho,Central,Rajasthan,Jaipur,UPI,984,2147042.18,851471.36
Automotive,Cleaning Care,1871.06,991.66,47.71,14404.38,155.65,4.82,2.56,Regular Season,Organic Search,High,Myntra,East,West Bengal,Kolkata,Debit Card,462,452010.3,-99705.01
Electronics,Smartphones,6523.13,4545.06,21.48,36604.26,161.78,5.09,4.69,Navratri,Social Media,Low,Snapdeal,Central,Rajasthan,Jaipur,UPI,2040,10448801.82,683859.45
Automotive,Helmets,1290.53,713.79,34.03,15701.65,342.09,14.76,3.31,Dussehra,Organic Search,Low,Amazon,South,Karnataka,Bengaluru,Credit Card,1878,1598859.04,-496662.05
Sports & Fitness,Sportswear,2898.09,1790.05,45.87,19666.79,282.43,14.66,3.48,Regular Season,Affiliate,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,1072,1681685.12,-652201.82
Automotive,Car Electronics,3152.02,2117.58,6.63,21582.27,213.25,6.17,3.8,Raksha Bandhan,Search Ads,Medium,Snapdeal,Central,Rajasthan,Jaipur,UPI,698,2054242.67,378349.84
Fashion,Watches,1845.54,762.47,43.41,17430.43,214.28,13.48,2.52,Eid,Social Media,Medium,Myntra,East,West Bengal,Kolkata,UPI,963,1005748.62,9055.32
Books,Fiction,1183.73,603.25,48.96,27999.77,79.81,4.0,4.56,Dussehra,Influencer,High,Amazon,South,Karnataka,Bengaluru,Credit Card,3104,1875361.66,-296535.83
Books,Competitive Exams,1294.69,537.53,14.09,8423.92,222.58,2.83,2.8,Regular Season,Social Media,Low,Amazon,West,Maharashtra,Mumbai,UPI,663,737433.8,220447.42
Fashion,Watches,3149.58,1188.91,20.23,20902.49,128.55,27.01,3.96,Diwali,Social Media,High,Snapdeal,East,West Bengal,Kolkata,Debit Card,1149,2886770.54,1239916.05
